"t","rx","ry","rz","theta","phi"
"413/60",0.9599280830891268,-0.21760218909665632,0.17660453370148937,1.3932606395587714,-0.2229185531015163
"69/10",0.9747810020689555,-0.11575733406967234,0.19078854068814582,1.378830946565884,-0.11819860321174412
"83/12",0.9786965900208494,-0.012968188455947688,0.20488964493874212,1.36444536784404,-0.013249693219771442
"104/15",0.9716430804704406,0.08960610203493106,0.21881882663618996,1.3501925303903413,0.09196109803791129
"139/20",0.9536988858462386,0.19080839786257442,0.2324855448914367,1.3361638534092695,0.19746474366019612
"209/30",0.925076519546212,0.2894976645885924,0.24580334099592366,1.3224479534098519,0.30328982570754687
"419/60",0.8861104382340826,0.3845633401788344,0.25868861792888764,1.309131964699681,0.40946080705658433
7,0.8372383068665185,0.4749312679580161,0.27105747533566327,1.296304861412153,0.5159975275288884
"421/60",0.7790173613914692,0.5595830050273081,0.28283125780760954,1.284051716878219,0.6229151118097982
"211/30",0.7121143104280236,0.6375689049359528,0.29393664188616814,1.2724535017639698,0.7302224439377647
"141/20",0.63728216406672,0.7080063096230155,0.3043011936470661,1.2615915800930857,0.837921543533812
"106/15",0.5553676054028077,0.7701003416896692,0.3138584563500658,1.2515422079698277,0.94600798665314
"85/12",0.46730210131275507,0.8231581132896946,0.3225496195710953,1.2423744865093755,1.054469868975221
"71/10",0.3740780927695197,0.8665778312364143,0.3303178924588839,1.2341559745215704,1.163287347650606
"427/60",0.27674785683836917,0.8998670848384164,0.33711274266191876,1.2269478928891475,1.2724337610429632
"107/15",0.17641357399574925,0.9226594233857934,0.34289325181308816,1.2208011764549607,1.3818753041957794
"143/20",0.07420682565368925,0.934694961025994,0.3476215514914023,1.2157630664475731,1.4915710105571467
"43/6",-0.028718800316146653,0.9358328462272361,0.3512658904835913,1.211873516697001,1.6014746580849317
"431/60",-0.13120135431715646,0.9260696373193469,0.3538055654163257,1.2091596029233598,1.7115351542904769
"36/5",-0.23208461156263893,0.9055137838625795,0.35522381671636016,1.2076428382365922,1.8216970366197018
"433/60",-0.33022825361296637,0.8743903652244318,0.35550950594150244,1.2073371990163728,1.931903003646008
"217/30",-0.42452709718431875,0.8330589040288803,0.35466328108661616,1.2082424135874852,2.0420946746705972
"29/4",-0.5139173241875861,0.7819852588396659,0.3526904544508619,1.210351559784258,2.1522133926781386
"109/15",-0.5973855659453445,0.7217384814300515,0.34960120113627696,1.2136509154804607,2.2622029471011555
"437/60",-0.6739937557987814,0.6530046479963176,0.34541741252965485,1.2181127883729068,2.372010151820394
"73/10",-0.7428781883042452,0.5765598519627109,0.3401661623396394,1.2237027351442618,2.481585562917628
"439/60",-0.8032539122644782,0.4932606984879822,0.3338784393020531,1.230381186012586,2.5908858116838243
"22/3",-0.854443204572649,0.4040509954370536,0.32659606358324533,1.2380964272002635,2.6998736570593658
"147/20",-0.8958698842375612,0.309938455648417,0.3183663084526784,1.2467907012729544,2.8085181669295762
"221/30",-0.9270563729444565,0.2119816672126997,0.309239260648714,1.2564033479693226,2.91679633203497
"443/60",-0.9476523451431141,0.11128805941571741,0.299274263760143,1.2668643601608036,3.024692551027391
"37/5",-0.9574273731704585,0.008994885240529882,0.2885360592859451,1.2780988113085954,3.1321980813563943
"89/12",-0.956259541109743,-0.09374355295099422,0.27709098962654155,1.2900311034610281,-3.04387339287385
"223/30",-0.9441604060010085,-0.19576623313187527,0.2650125651927795,1.3025793733774045,-2.9371453895602175
"149/20",-0.9212684419835794,-0.29592148984994177,0.25237925629744473,1.315658003808764,-2.8307916497510455
"112/15",-0.8878299292069496,-0.3930756011945657,0.23926985312661225,1.3291825353571327,-2.724794615169579
"449/60",-0.8442169979295876,-0.4861290980187206,0.22576790816650327,1.3430651023592677,-2.619131606599256
"15/2",-0.7909228068509498,-0.5740323354303132,0.2119610953746794,1.3572151109852697,-2.5137763821856414
"451/60",-0.728537159110766,-0.6557867071638468,0.1979361006033441,1.3715444133898989,-2.4086992470903716
"113/15",-0.6577558570301056,-0.7304633208988307,0.1837818463045059,1.3859638703588182,-2.303867672564688
"151/20",-0.5793767191637438,-0.7972204511808074,0.16959016713426472,1.4003825292434198,-2.1992479737546873
"227/30",-0.49427356257644617,-0.8552957064130602,0.15545061638220242,1.4147127281700904,-2.0948057017776507
"91/12",-0.4033969655530735,-0.9040230346211258,0.14145251556801774,1.42886779644276,-1.990505871251736
"38/5",-0.307768795802282,-0.94285329038525,0.12768659570223762,1.4427601963185108,-1.8863145465183784
"457/60",-0.20845850866323024,-0.9713376131954913,0.11424007157445926,1.4563062971793692,-1.7821994357436262
"229/30",-0.10657722754266397,-0.9891392370915737,0.10119765970843142,1.4694251392281583,-1.678129689295518
"153/20",-0.0032679905651299967,-0.9960565541109331,0.08864380755187468,1.4820360170506244,-1.5740772437525037
"23/3",0.10031239029935252,-0.9919998395831201,0.07665831767647846,1.4940627294725288,-1.4700175232237995
"461/60",0.2030026897450612,-0.9769956115011456,0.06531653562689299,1.5054332590030433,-1.36592881852423
"77/10",0.3036533203232482,-0.9512096856401249,0.05469182572876696,1.516077198640118,-1.2617933000665593
"463/60",0.4011372860326706,-0.9149206916318433,0.04485193892213152,1.5259293361621529,-1.1575976708931552
"116/15",0.4943591290947794,-0.8685164112112393,0.035858586086962185,1.534930051534663,-1.0533321837482512
"31/4",0.5822774810340734,-0.8125131580987608,0.027769897602582583,1.5430228587473847,-0.9489912415765714
"233/30",0.6639093178964812,-0.7475298284959304,0.020637646534389376,1.5501572150078768,-0.8445738505992633
"467/60",0.7383347121877721,-0.6742772572733488,0.014506380730932411,1.556289437240543,-0.740082391934594
"39/5",0.804724044747136,-0.5935705770304794,0.00941573113845856,1.561380456524055,-0.6355226871980546
"469/60",0.8623377884080093,-0.5063063950599572,0.005398507730034086,1.5653977928422698,-0.5309042465827557
"47/6",0.9105240988412926,-0.4134477293751563,0.002479511441443316,1.568316812812783,-0.4262388918364432
"157/20",0.9487472933274238,-0.31602746601310444,0.0006776660333587259,1.5701186607096702,-0.3215402954953394
"118/15",0.9765861192508063,-0.2151292664089827,4.944950730001452e-6,1.5707913818441666,-0.21682407798248884
"473/60",0.9937226515828959,-0.11187177501888959,0.00046493130537822447,1.5703313954727682,-0.11210645033041113
"79/10",0.9999680773413737,-0.0074032496568014715,0.002054796098610978,1.5687415292503273,-0.007403350734556126
"95/12",0.995261869474161,0.09711508550203732,0.004765021128365576,1.566031287634374,0.09726948762569734
"119/15",0.9796522988961706,0.20052152996483907,0.008577716124834156,1.5622185054791704,0.20189765294248013
"159/20",0.9533160353738417,0.3016661016940029,0.013468462807465165,1.557327456758807,0.30646912979065855
"239/30",0.9165591609281413,0.3994271598333463,0.01940684580944796,1.5513882625929099,0.4109741181998043
"479/60",0.8697918145375663,0.49271739704608963,0.02635453742203786,1.5444387376104582,0.5154057251015779
8,0.8135404505542647,0.5805003346089213,0.03426713082199395,1.536522486142221,0.6197609701014327
"481/60",0.7484406099182521,0.6618024898024981,0.04309434476764912,1.527688632287875,0.7240403957379635
"241/30",0.6752256540842733,0.7357224801522357,0.052779918678779736,1.5179918723353512,0.8282486358727975
"161/20",0.594720071002373,0.8014417761338355,0.06326212904820006,1.507491924708483,0.932394455371186
"121/15",0.5078300741271988,0.8582337483147895,0.07447416334396922,1.496253147126209,1.0364907588394758
"97/12",0.415533483039022,0.9054719192206673,0.08634456278368202,1.4843441138222142,1.1405545257099363
"81/10",0.3188688656493905,0.9426368943410741,0.09879766065711632,1.4718372290637047,1.244606436683547
"487/60",0.2189236757950176,0.9693225730859714,0.11175412576450328,1.4588082679906322,1.348670856992194
"122/15",0.11682197035732106,0.9852399121430666,0.12513135361700517,1.4453361025206104,1.4527752628082253
"163/20",0.013712033406744761,0.9902206565546352,0.13884405856151583,1.4315022549700354,1.5569497593854205
"49/6",-0.08924665855749386,0.9842196745719809,0.15280489483749793,1.4173904468176992,1.661226596209036
"491/60",-0.19089654457596317,0.9673145836033852,0.16692488000350447,1.4030863656556578,1.765639542377982
"41/5",-0.29009480084689443,0.9397049773024438,0.18111396342052155,1.388677297606698,1.8702231885192575
"493/60",-0.38572626071470395,0.9017106970209708,0.19528168745376945,1.3742516676496797,1.9750122312438039
"247/30",-0.47671651332901144,0.8537688579094421,0.2093379358088207,1.3598984818598356,2.080040775298595
"33/4",-0.5620425773896998,0.7964263621650212,0.22319292302305954,1.3457075267391236,2.1853413257116956
"124/15",-0.6407461983838488,0.7303368739725236,0.23675850053361597,1.3317681963273347,2.2909442552460244
"497/60",-0.7119428336905407,0.6562509890310033,0.24994807183538292,1.3181697024593226,2.396876677365864
"83/10",-0.7748332564117987,0.5750095954008976,0.26267768286583876,1.3050000323120567,2.5031618896347307
"499/60",-0.8287110978047477,0.4875331952291895,0.2748661225232897,1.2923458678534119,2.6098183137104884
"25/3",-0.8729719090425753,0.3948122482495202,0.2864357560707614,1.2802916876219232,2.7168590239403025
"167/20",-0.9071192526963862,0.29789578885035795,0.2973128313414242,1.268919348034683,2.8242908138591916
"251/30",-0.930770507555583,0.19787955933506496,0.3074280029059026,1.2583073734634418,2.9321138965121256
"503/60",-0.9436614872509305,0.09589399613766393,0.3167168597672496,1.2485301779889273,3.040321226713278
"42/5",-0.9456485336568897,-0.006908869999828364,0.32512010463867025,1.2396575970349104,-3.1342868239576944
"101/12",-0.9367115998288654,-0.10936798279031275,0.3325843139766502,1.2317537608809899,-3.025361542362888
"253/30",-0.9169524427462572,-0.2103265312139676,0.3390617413563272,1.2248769455057453,-2.916117360192194
"169/20",-0.8865959771422357,-0.30864493999255266,0.34451128659999597,1.2190781737741165,-2.8065904806428814
"127/15",-0.8459845889451354,-0.40321318573326176,0.3488978762500538,1.214401505210056,-2.6968233621320272
"509/60",-0.7955798424588695,-0.4929652514936752,0.3521943482878,1.2108816820414534,-2.5868641310590563
"17/2",-0.7359473778309704,-0.5768862904934424,0.35437849650324993,1.2085469803649107,-2.476765410727429
"511/60",-0.6677639890401429,-0.6540318329163483,0.3554376428191247,1.2074140837636904,-2.3665831310724617
"128/15",-0.5917966358248925,-0.7235290949052637,0.3553640450846424,1.2074928220038608,-2.25637537766368
"171/20",-0.5089039416501835,-0.7845951466869008,0.35415871922496095,1.2087820001562801,-2.146200666855527
"257/30",-0.42002130024073797,-0.8365408162879358,0.3518293724873873,1.2112716153138523,-2.036116945217035
"103/12",-0.3261506908134243,-0.8787777742433742,0.34839026081597685,1.2149431031033842,-1.9261797082873235
"43/5",-0.22835282715836236,-0.9108321336912308,0.3438643155911489,1.219767246581564,-1.8164411538747296
"517/60",-0.12773010512240168,-0.9323372561884499,0.33827915095380623,1.225708687695746,-1.7069486297275334
"259/30",-0.02541914479756635,-0.9430535189361806,0.33167152160437086,1.2327214868946255,-1.5977438871479241
"173/20",0.07742536566536629,-0.9428558202552926,0.3240827342722964,1.2407543559855347,-1.4888622397026783
"26/3",0.1796420800976679,-0.9317460126005317,0.3155614728426445,1.249748024936165,-1.380331832622763
"521/60",0.28007659832688725,-0.9098484834917122,0.3061622748258813,1.2596372333981638,-1.272173684780555
"87/10",0.37759341536017205,-0.8774055613448435,0.29594432986305846,1.270352344651459,-1.1644010645227076
"523/60",0.471091490527653,-0.8347847159901489,0.2849737783218673,1.2818172547181605,-1.0570201386199123
"131/15",0.5595111685898895,-0.7824599105124765,0.2733193391353507,1.2939542471190406,-0.9500297721215587
"35/4",0.6418539361898942,-0.7210224727985861,0.2610563574404801,1.30667998153669,-0.8434222571807614
"263/30",0.7171865342799318,-0.6511616021510884,0.24826273199118054,1.3199098998805086,-0.7371839978673126
"527/60",0.7846522191069598,-0.5736600169098051,0.23501925013629554,1.3335579538917441,-0.6312956228971458
"44/5",0.843489120123123,-0.48939246192765684,0.22141157967600622,1.347534587452525,-0.5257335023722247
"529/60",0.8930234565905276,-0.3993032832687154,0.2075253506426239,1.36175177123205,-0.4204699943062815
"53/6",0.9326915032929005,-0.3044064497896703,0.19344947644586247,1.376119500085386,-0.3154743198283415
"177/20",0.9620407733303578,-0.2057698112699218,0.1792741371621423,1.3905477413009066,-0.21071387792021587
"133/15",0.9807266001457288,-0.10450119098121838,0.1650885996130002,1.4049484839363886,-0.10615431817045969
"533/60",0.9885350581976033,-0.0017407290879324772,0.15098432890059776,1.419232385607582,-0.0017609160891811045
"89/10",0.9853659316070609,0.1013559315156658,0.13705076052705506,1.433312863486766,0.10250072330895468
"107/12",0.9712428506755447,0.2036286077358149,0.12337641035905761,1.4471047522420986,0.2066643941196309
"134/15",0.9463190895449776,0.30392727384371243,0.11004922947902779,1.460523746623573,0.31076196177721477
"179/20",0.9108583526148691,0.40112170068236697,0.09715327896008569,1.4734895606011937,0.4148232629775922
"269/30",0.8652515265224608,0.4941188641806541,0.08477126221286202,1.4859232047722442,0.5188754814985675
"539/60",0.8100006476192856,0.5818722709977572,0.0729822081264706,1.4977491741115248,0.6229422960748142
9,0.7457110870589223,0.6633908529101027,0.0618606208890608,1.5088961837611108,0.7270441353124375
"541/60",0.6730984966678317,0.7377600038059212,0.051478135897199684,1.519295427578385,0.8311974338737605
"271/30",0.5929641523639805,0.8041388799761217,0.04190045880395771,1.5288835978819877,0.935414437617726
"181/20",0.5061966658509303,0.8617787542906825,0.03318862701409625,1.5376016039632132,1.0397035547911844
"136/15",0.41376111704464547,0.9100326515085189,0.025398595870898044,1.5453949994065779,1.144068741487037
"109/12",0.316680921878189,0.9483490831131928,0.01857930106049227,1.5522159566688514,1.24851008992726
"91/10",0.2160368424995195,0.9762995010383992,0.012774743395840837,1.5580212359131445,1.3530241836492216
"547/60",0.11294767866203925,0.9935696959129311,0.008022182687408619,1.5627740580598466,1.4576035812888843
"137/15",0.008557867531157892,0.9999533434761525,0.0043510717438732804,1.5664452413219512,1.5622382689026117
"183/20",-0.0959712775553822,0.9953802394472526,0.0017852554115779795,1.5690110704350084,1.666915912878891
"55/6",-0.19947839680233553,0.9799030022755477,0.0003414917988074917,1.5704548349894518,1.771621762260545
"551/60",-0.3008117855086352,0.9536834047644258,0.000028230698403297616,1.5707680960964896,1.8763401140278755
"46/5",-0.39884546636360174,0.9170152141375418,0.0008477020210287955,1.5699486246723415,1.9810549915242148
"553/60",-0.49249290760515135,0.8703124747401987,0.002795220098145701,1.5680011030567766,2.0857500965464104
"277/30",-0.5807110076396136,0.8140891110137114,0.00585769621847354,1.564938597077103,2.19041010164313
"37/4",-0.6625205712130522,0.7489736389225021,0.010015632264232188,1.5607805270736028,2.29502158505339
"139/15",-0.737019525009013,0.6756995711314273,0.015243210661502637,1.55555252576443,2.3995728855174514
"557/60",-0.8033785716786273,0.5950813790732896,0.021506510636420062,1.5492881579122486,2.504054994684737
"93/10",-0.8608621666716821,0.5080200683098846,0.028765397805235682,1.5420269605328096,2.608462566720557
"559/60",-0.9088434666750255,0.4154944408818368,0.03697445779893671,1.5338134391137714,2.712793564829657
"28/3",-0.9467907572448581,0.3185373582722457,0.046080856728746566,1.5246991460994177,2.8170495866887864
"187/20",-0.9742849910085891,0.21823310328184176,0.05602606202186772,1.5147409130768166,2.9212368114328755
"281/30",-0.9910373245244068,0.1157070205321358,0.06674771931648332,1.5039989447946898,3.0253654157445595
"563/60",-0.9968673775081236,0.012105937736098207,0.07817710852690896,1.49253936647189,3.1294492702781436
"47/5",-0.991714265990753,-0.0914100857045968,0.09024056864383206,1.4804328302356637,-3.0496785541493834
"113/12",-0.9756556980263169,-0.19368236038662717,0.10286241443629046,1.4677516508972295,-2.9456253167450295
"283/30",-0.9488808150921868,-0.2935661831631877,0.11596200123940054,1.4545728464117271,-2.841551342780803
"189/20",-0.9116931778797497,-0.3899410509474128,0.1294546758110331,1.4409773187102746,-2.737428146451332
"142/15",-0.8645286972752171,-0.4817310559247425,0.14325575793716655,1.4270460002553056,-2.6332245952700695
"569/60",-0.8079267708984501,-0.5679095550840925,0.1572773433095621,1.4128632514780364,-2.5289082619928562
"19/2",-0.7425254685608246,-0.6475074618712806,0.1714285765654041,1.398516797852857,-2.4244449779299844
"571/60",-0.6690747564013327,-0.7196390052942787,0.18562058121298342,1.3840929453653545,-2.3197997176625194
"143/15",-0.5884095417705253,-0.7834996054362428,0.1997632946886984,1.3696799863971687,-2.214938220412714
"191/20",-0.5014388921711428,-0.8383687846842589,0.21376482956082754,1.3553690690347084,-2.1098268409282115
"287/30",-0.40915162289986273,-0.8836389077144908,0.2275371121172967,1.3412486255658198,-2.004433293144604
"115/12",-0.31259348960028405,-0.918808943901193,0.24099315701566887,1.3274072881176682,-1.8987284248991474
"48/5",-0.21285353903228854,-0.9434796451130975,0.2540452943630139,1.3139358415032003,-1.7926863542877745
"577/60",-0.11106087254434688,-0.9573816390102745,0.2666111854209081,1.3009210962733357,-1.6862849323225146
"289/30",-0.00836612264168668,-0.960368131059564,0.2786119784641446,1.288447769120441,-1.5795074769792734
"193/20",0.09407116793920672,-0.9524016185972063,0.289969248637009,1.2766016210805198,-1.4723430857487305
"29/3",0.19509376334671463,-0.9335775303205611,0.30061099080966164,1.265463115815782,-1.3647866582980213
"581/60",0.29356261942721873,-0.9041180687112511,0.3104710640347838,1.2551077815768343,-1.2568403113984319
"97/10",0.3883646223529785,-0.8643515814175899,0.3194847999608814,1.245610583663863,-1.1485136452715567
"583/60",0.47842915028225297,-0.8147287814196027,0.3275945472811481,1.2370398209618223,-1.0398231313609452
"146/15",0.562743832998446,-0.7558182783460856,0.33475070327240825,1.2294556691932648,-0.9307929193087858
"39/4",0.6403544833024142,-0.6882813731755824,0.34090608496752156,1.2229157771378085,-0.8214547836101658
"293/30",0.7103832439483717,-0.6128794733183903,0.34602062339706874,1.2174699381123615,-0.7118467210883239
"587/60",0.7720464361521245,-0.5304700667797607,0.35006410728089754,1.2131567864041255,-0.6020130030106923
"49/5",0.8246453898393099,-0.4419807235967219,0.3530095628924925,1.2100105153260574,-0.4920036394975677
"589/60",0.867582198283521,-0.34840821091822693,0.35483676801264413,1.208056858369892,-0.3818722214140412
"59/6",0.9003805330932473,-0.2508124076136262,0.35553661750503174,1.2073081923768283,-0.2716753729720253
"197/20",0.9226680348565127,-0.15029338985382054,0.3551039023834374,1.2077711157420241,-0.16147184087129673
"148/15",0.9341863889063697,-0.047984484229748735,0.3535394234104511,1.2094441343925646,-0.0513198985879382
"593/60",0.9348140837305539,0.05495858481957382,0.3508556630163863,1.212311628834708,0.058723330813752854
"99/10",0.9245428076196397,0.15737456177052175,0.34706947032285124,1.2163518040675756,0.16860279797583463
"119/12",0.9034802359098142,0.2581063458023765,0.3422027710347743,1.2215361211718414,0.2782680752239713
"149/15",0.8718710758568278,0.35601803971897283,0.3362887836500691,1.227822944725328,0.3876735273508973
"199/20",0.8300710725028685,0.45000442065552493,0.3293651892703621,1.2351651552404568,0.49677904073890944
"299/30",0.7785442510476303,0.539000421322489,0.3214740615598263,1.2435105566457976,0.6055518247856776
"599/60",0.7178776211313909,0.6220038557577962,0.31266773176785784,1.252796042695736,0.7139659923648516
10,0.6487543635394495,0.6980764935507318,0.3030023080143907,1.2629548345202828,0.8220026850597548
